85ab,1702627207195439,0.8488481,6.3384714,0.3245033,10,859
da02,1702627207196352,6.17837,0.60333717,0.76955593,38,866
85ab,1702627207197208,0.8521024,6.3450232,0.3332842,10,869
da02,1702627207198142,6.1818051,0.59418708,0.76831824,40,876
85ab,1702627207199012,0.83723557,6.3790393,0.32138783,14,879
da02,1702627207199866,6.1820664,0.58082217,0.76584417,40,886
85ab,1702627207200716,0.84061891,6.36742,0.33027005,10,889
da02,1702627207201566,6.1796422,0.58752233,0.76032907,39,896
85ab,1702627207202421,0.83508372,6.3475018,0.32693562,10,899
da02,1702627207203276,6.1852112,0.59328461,0.76934141,40,906
85ab,1702627207204129,0.82870841,6.3654947,0.31802833,12,909
da02,1702627207204990,6.1842489,0.5897755,0.76834065,40,916
85ab,1702627207205850,0.84674495,6.369926,0.3120597,11,919
da02,1702627207336496,6.1884284,0.59301317,0.77816725,41,926
85ab,1702627207636490,0.8532514,6.3616176,0.32119271,10,929
da02,1702627208336494,6.1900897,0.59708291,0.78089243,40,936
85ab,1702627208636495,0.83859795,6.3936338,0.30784884,14,939
da02,1702627209336499,6.1955557,0.593873,0.765783,38,946
85ab,1702627209636492,0.82971942,6.4060712,0.29890081,13,949
da02,1702627210336523,6.1971459,0.59576261,0.77264291,40,956
85ab,1702627210636518,0.84744412,6.3916116,0.30801621,11,959
da02,1702627211336522,6.1949492,0.58637315,0.78387582,42,966
85ab,1702627211636989,0.8479352,6.3589029,0.31534761,11,969
da02,1702627212336601,6.1937222,0.59001255,0.77582151,39,976
85ab,1702627212636702,0.85677886,6.37416,0.30589527,12,979
da02,1702627213336529,6.1876736,0.59966266,0.75887406,38,986
85ab,1702627213636522,0.84572339,6.3473516,0.31110629,10,989
da02,1702627214336523,6.1881814,0.60917312,0.76852882,40,996
85ab,1702627214636523,0.851823,6.3326149,0.31084529,11,999
da02,1702627215336590,6.1844378,0.598564,0.77184969,41,1006
85ab,1702627215636528,0.85161531,6.3287621,0.30788887,10,1009
da02,1702627216336540,6.17813,0.60721087,0.78497136,42,1016
85ab,1702627216636999,0.85619283,6.330224,0.31270647,10,1019
da02,1702627217336555,6.1729393,0.60272491,0.77655357,40,1026
85ab,1702627217636578,0.84787089,6.3558908,0.30386308,12,1029
da02,1702627218336591,6.1700454,0.61069363,0.77814168,40,1036
85ab,1702627218636599,0.85154182,6.349133,0.31201556,10,1039
